sample_id,step,topk_rank,chunk_id,importance
local_01,0,1,10,0.3760863244533539
local_01,0,2,0,0.23232299089431763
local_01,0,3,11,0.186273992061615
local_01,1,1,10,0.3646160364151001
local_01,1,2,0,0.23156681656837463
local_01,1,3,11,0.20215967297554016
local_01,2,1,10,0.35105034708976746
local_01,2,2,0,0.23074683547019958
local_01,2,3,11,0.21665029227733612
local_01,3,1,10,0.35277682542800903
local_01,3,2,0,0.22299885749816895
local_01,3,3,11,0.20449456572532654
local_01,4,1,10,0.3626687526702881
local_01,4,2,0,0.23013615608215332
local_01,4,3,11,0.18568463623523712
local_01,5,1,10,0.356351375579834
local_01,5,2,0,0.22684481739997864
local_01,5,3,11,0.1822446882724762
local_01,6,1,10,0.34643569588661194
local_01,6,2,0,0.2461903691291809
local_01,6,3,11,0.1775851845741272
local_01,7,1,10,0.33115413784980774
local_01,7,2,0,0.2363101989030838
local_01,7,3,11,0.2090258151292801
local_01,8,1,10,0.3531336784362793
local_01,8,2,0,0.2322085052728653
local_01,8,3,11,0.201362743973732
local_01,9,1,10,0.357666015625
local_01,9,2,0,0.21963095664978027
local_01,9,3,11,0.19856083393096924
local_01,10,1,10,0.3633591830730438
local_01,10,2,0,0.22669509053230286
local_01,10,3,11,0.1847383975982666
local_01,11,1,10,0.32851850986480713
local_01,11,2,0,0.24117733538150787
local_01,11,3,11,0.20872682332992554
local_01,12,1,10,0.35603219270706177
local_01,12,2,11,0.26400327682495117
local_01,12,3,0,0.19536839425563812
local_01,13,1,10,0.35890448093414307
local_01,13,2,11,0.2736974060535431
local_01,13,3,0,0.21158957481384277
local_01,14,1,10,0.2872040867805481
local_01,14,2,0,0.27764397859573364
local_01,14,3,11,0.2771832048892975
local_01,15,1,0,0.34308311343193054
local_01,15,2,10,0.24768586456775665
local_01,15,3,11,0.2374814748764038
local_02,0,1,10,0.35173463821411133
local_02,0,2,0,0.2355445921421051
local_02,0,3,11,0.19830772280693054
local_02,1,1,10,0.3639885187149048
local_02,1,2,0,0.2384783923625946
local_02,1,3,11,0.1878904551267624
local_02,2,1,10,0.34446632862091064
local_02,2,2,0,0.23152880370616913
local_02,2,3,11,0.2160349041223526
local_02,3,1,10,0.3523460924625397
local_02,3,2,0,0.2542940378189087
local_02,3,3,11,0.19067570567131042
local_02,4,1,10,0.32028090953826904
local_02,4,2,0,0.2901412546634674
local_02,4,3,11,0.1795637160539627
local_02,5,1,10,0.31727269291877747
local_02,5,2,11,0.2400389313697815
local_02,5,3,0,0.23341557383537292
local_02,6,1,10,0.32554739713668823
local_02,6,2,11,0.2284124195575714
local_02,6,3,0,0.2265980839729309
local_02,7,1,10,0.3425637483596802
local_02,7,2,0,0.22615399956703186
local_02,7,3,11,0.2035297453403473
local_02,8,1,10,0.3406410813331604
local_02,8,2,0,0.2386058270931244
local_02,8,3,11,0.19175170361995697
local_02,9,1,10,0.3222854733467102
local_02,9,2,0,0.2334045022726059
local_02,9,3,11,0.2277558296918869
local_02,10,1,10,0.3084825873374939
local_02,10,2,0,0.24145814776420593
local_02,10,3,11,0.24027369916439056
local_02,11,1,10,0.33168482780456543
local_02,11,2,0,0.23367078602313995
local_02,11,3,11,0.2261648178100586
local_02,12,1,10,0.3465331196784973
local_02,12,2,0,0.2288820445537567
local_02,12,3,11,0.21142569184303284
local_02,13,1,10,0.34445518255233765
local_02,13,2,0,0.22673484683036804
local_02,13,3,11,0.2078554332256317
local_02,14,1,10,0.34668833017349243
local_02,14,2,0,0.23653526604175568
local_02,14,3,11,0.19255872070789337
local_02,15,1,10,0.31625431776046753
local_02,15,2,0,0.24952946603298187
local_02,15,3,11,0.22060158848762512
local_03,0,1,10,0.34671562910079956
local_03,0,2,0,0.2353946417570114
