sample_id,step,topk_rank,chunk_id,importance
local_001,0,1,6,0.5325307846069336
local_001,0,2,0,0.28545916080474854
local_001,0,3,5,0.13283872604370117
local_001,1,1,6,0.44400739669799805
local_001,1,2,0,0.320562481880188
local_001,1,3,5,0.18974003195762634
local_001,2,1,6,0.45542293787002563
local_001,2,2,0,0.305884450674057
local_001,2,3,5,0.1888597160577774
local_001,3,1,6,0.4894323945045471
local_001,3,2,0,0.3121255338191986
local_001,3,3,5,0.15277299284934998
local_001,4,1,6,0.4305863380432129
local_001,4,2,0,0.3133702278137207
local_001,4,3,5,0.21162943542003632
local_001,5,1,6,0.40642276406288147
local_001,5,2,0,0.32672786712646484
local_001,5,3,5,0.2182087004184723
local_001,6,1,6,0.3906450867652893
local_001,6,2,0,0.3380909860134125
local_001,6,3,5,0.2218053936958313
local_001,7,1,6,0.4715699851512909
local_001,7,2,0,0.3077881336212158
local_001,7,3,5,0.17223823070526123
local_001,8,1,6,0.5251568555831909
local_001,8,2,0,0.2658100128173828
local_001,8,3,5,0.1595446765422821
local_001,9,1,6,0.452323853969574
local_001,9,2,0,0.31080496311187744
local_001,9,3,5,0.19421854615211487
local_001,10,1,6,0.4166790843009949
local_001,10,2,0,0.32918059825897217
local_001,10,3,5,0.2080135941505432
local_001,11,1,6,0.37649843096733093
local_001,11,2,0,0.3639605939388275
local_001,11,3,5,0.20947754383087158
local_001,12,1,6,0.42309653759002686
local_001,12,2,0,0.35519203543663025
local_001,12,3,5,0.17175650596618652
local_001,13,1,6,0.44904088973999023
local_001,13,2,0,0.3048872649669647
local_001,13,3,5,0.20093782246112823
local_001,14,1,6,0.4262758791446686
local_001,14,2,0,0.27939414978027344
local_001,14,3,5,0.24913614988327026
local_001,15,1,0,0.41344231367111206
local_001,15,2,6,0.3654286563396454
local_001,15,3,5,0.17214569449424744
local_002,0,1,7,0.3773254156112671
local_002,0,2,0,0.28946763277053833
local_002,0,3,6,0.2730589807033539
local_002,1,1,7,0.34997648000717163
local_002,1,2,0,0.3113170862197876
local_002,1,3,6,0.28284507989883423
local_002,2,1,0,0.3912971615791321
local_002,2,2,7,0.3460845351219177
local_002,2,3,6,0.17113667726516724
local_002,3,1,7,0.38875672221183777
local_002,3,2,0,0.32021746039390564
local_002,3,3,6,0.21407929062843323
local_002,4,1,7,0.407055526971817
local_002,4,2,0,0.30352339148521423
local_002,4,3,6,0.22475336492061615
local_002,5,1,7,0.418070524930954
local_002,5,2,0,0.28798967599868774
local_002,5,3,6,0.24081510305404663
local_002,6,1,7,0.39058759808540344
local_002,6,2,0,0.310222864151001
local_002,6,3,6,0.24680182337760925
local_002,7,1,7,0.41260775923728943
local_002,7,2,0,0.280566930770874
local_002,7,3,6,0.25362899899482727
local_002,8,1,7,0.3753025531768799
local_002,8,2,0,0.28901007771492004
local_002,8,3,6,0.28035712242126465
local_002,9,1,7,0.35063984990119934
local_002,9,2,0,0.34790995717048645
local_002,9,3,6,0.24424484372138977
local_002,10,1,0,0.39893674850463867
local_002,10,2,7,0.34378737211227417
local_002,10,3,6,0.20293813943862915
local_002,11,1,0,0.42349597811698914
local_002,11,2,7,0.35850271582603455
local_002,11,3,6,0.14399762451648712
local_002,12,1,7,0.3908314108848572
local_002,12,2,0,0.3811649680137634
local_002,12,3,6,0.16544008255004883
local_002,13,1,0,0.3917527496814728
local_002,13,2,7,0.391544371843338
local_002,13,3,6,0.16056333482265472
local_002,14,1,7,0.4323875308036804
local_002,14,2,0,0.3680850863456726
local_002,14,3,6,0.14812928438186646
local_002,15,1,7,0.42359691858291626
local_002,15,2,0,0.3852110207080841
local_002,15,3,6,0.118711918592453
long_001,0,1,7,0.3511917293071747
long_001,0,2,0,0.337513267993927
long_001,0,3,6,0.22628480195999146
long_001,1,1,0,0.5144441723823547
long_001,1,2,7,0.25357741117477417
long_001,1,3,6,0.16520945727825165
long_001,2,1,0,0.3665121793746948
long_001,2,2,7,0.3003173768520355
long_001,2,3,6,0.24001188576221466
long_001,3,1,0,0.3898680806159973
long_001,3,2,7,0.30828985571861267
long_001,3,3,6,0.19824424386024475
long_001,4,1,7,0.352602481842041
long_001,4,2,0,0.34410807490348816
long_001,4,3,6,0.19946561753749847
long_001,5,1,0,0.39252862334251404
long_001,5,2,7,0.37031108140945435
long_001,5,3,6,0.1489449441432953
long_001,6,1,0,0.5075650811195374
long_001,6,2,7,0.3222837448120117
long_001,6,3,6,0.09826811403036118
long_001,7,1,0,0.5538250803947449
long_001,7,2,7,0.3054972290992737
long_001,7,3,6,0.07154246419668198
long_001,8,1,0,0.46861594915390015
long_001,8,2,7,0.3710150122642517
long_001,8,3,6,0.08944886922836304
long_001,9,1,0,0.4886806309223175
long_001,9,2,7,0.3632493019104004
long_001,9,3,6,0.08497492223978043
long_001,10,1,0,0.5293440222740173
long_001,10,2,7,0.3481466472148895
long_001,10,3,6,0.06056423485279083
long_001,11,1,0,0.44349420070648193
long_001,11,2,7,0.3972494304180145
long_001,11,3,6,0.08272383362054825
long_001,12,1,0,0.46835166215896606
long_001,12,2,7,0.39577406644821167
long_001,12,3,6,0.07740604132413864
long_001,13,1,7,0.43876099586486816
long_001,13,2,0,0.365947425365448
long_001,13,3,6,0.10725939273834229
long_001,14,1,0,0.42869454622268677
long_001,14,2,7,0.39525899291038513
long_001,14,3,6,0.11248455941677094
long_001,15,1,7,0.45000168681144714
long_001,15,2,0,0.3124401271343231
long_001,15,3,6,0.1559172421693802
long_002,0,1,7,0.567012369632721
long_002,0,2,0,0.26098257303237915
long_002,0,3,3,0.07062274217605591
long_002,1,1,7,0.5134401321411133
long_002,1,2,0,0.2781845033168793
long_002,1,3,3,0.08435720205307007
long_002,2,1,7,0.4824940860271454
long_002,2,2,0,0.3174010217189789
long_002,2,3,2,0.07498735189437866
long_002,3,1,7,0.5407920479774475
long_002,3,2,0,0.25254619121551514
long_002,3,3,2,0.10285386443138123
long_002,4,1,7,0.5210084319114685
long_002,4,2,0,0.32722851634025574
long_002,4,3,2,0.06561441719532013
long_002,5,1,7,0.5484123826026917
long_002,5,2,0,0.27613237500190735
long_002,5,3,2,0.06136312708258629
long_002,6,1,7,0.5380856394767761
long_002,6,2,0,0.2875930666923523
long_002,6,3,3,0.0629301592707634
long_002,7,1,7,0.5660243630409241
